Index,Symbol,TradeCenterId,CategoryId,CompanyName,CategoryName
1526,VGT,9,339,Tập đoàn Dệt may Việt Nam,Hàng tiêu dùng
1527,VGV,9,345,Tổng Công ty Tư vấn Xây dựng Việt Nam - CTCP,Bất động sản và Xây dựng
1528,VHC,1,338,Công ty Cổ phần Vĩnh Hoàn,Nông nghiệp
1529,VHD,9,345,Công ty Cổ phần Đầu tư Phát triển Nhà và Đô thị VINAHUD,Bất động sản và Xây dựng
1530,VHE,2,342,Công ty Cổ phần Dược liệu và Thực phẩm Việt Nam,Y tế
1531,VHF,9,339,Công ty Cổ phần Xây dựng và Chế biến lương thực Vĩnh Hà,Hàng tiêu dùng
1532,VHG,9,338,Công ty Cổ phần Đầu tư Phát triển Việt Trung Nam,Nông nghiệp
1533,VHH,9,345,Công ty cổ phần Đầu tư Kinh doanh nhà Thành Đạt,Bất động sản và Xây dựng
1534,VHL,2,345,Công ty Cổ phần Viglacera Hạ Long,Bất động sản và Xây dựng
1535,VHM,1,345,Công ty cổ phần Vinhomes,Bất động sản và Xây dựng
1536,VHW,8,339,CTCP Nước Khoáng Vĩnh Hảo,Hàng tiêu dùng
1537,VIB,1,341,Ngân hàng Thương mại cổ phần Quốc tế Việt Nam,Tài chính
1538,VIC,1,345,Tập đoàn Vingroup - Công ty Cổ phần,Bất động sản và Xây dựng
1539,VID,1,344,Công ty Cổ phần Đầu tư Phát triển Thương mại Viễn Đông,Nguyên vật liệu
1540,VIE,9,347,Công ty Cổ phần Công nghệ Viễn thông VITECO ,Công nghệ
1541,VIF,2,344,Tổng Công ty Lâm nghiệp Việt Nam - CTCP,Nguyên vật liệu
1542,VIG,2,341,Công ty Cổ phần Chứng khoán Đầu tư Tài chính Việt Nam,Tài chính
1543,VIH,9,345,Công ty Cổ phần Viglacera Hà Nội,Bất động sản và Xây dựng
1544,VIM,9,344,Công ty Cổ phần Khoáng sản Viglacera,Nguyên vật liệu
1545,VIN,9,339,CTCP Giao nhận Kho vận Ngoại thương Việt Nam ,Hàng tiêu dùng
1546,VIP,1,340,Công ty Cổ phần Vận tải Xăng dầu VIPCO,Năng lượng
1547,VIR,9,346,Công ty cổ phần Du lịch Quốc tế Vũng Tàu,Dịch vụ
1548,VIT,2,345,Công ty Cổ phần Viglacera Tiên Sơn,Bất động sản và Xây dựng
1549,VIW,9,346,Tổng Công ty Đầu tư Nước và Môi trường Việt Nam - CTCP,Dịch vụ
1550,VIX,1,341,Công ty cổ phần Chứng khoán VIX,Tài chính
1551,VJC,1,343,Công ty cổ phần Hàng không VietJet,Công nghiệp
1552,VKC,9,343,Công ty cổ phần VKC Holdings,Công nghiệp
1553,VKP,9,344,Công ty Cổ phần Nhựa Tân Hóa,Nguyên vật liệu
1554,VLA,2,346,Công ty Cổ phần Đầu tư và Phát triển Công nghệ Văn  Lang,Dịch vụ
1555,VLB,9,345,CTCP Xây dựng và Sản xuất Vật liệu Xây dựng Biên Hòa,Bất động sản và Xây dựng
1556,VLC,9,338,Tổng Công ty Chăn nuôi Việt Nam - CTCP,Nông nghiệp
1557,VLD,8,0,Công ty Cổ phần Bất Động Sản Viettronics,
1558,VLF,9,338,Công ty Cổ phần Lương thực Thực phẩm Vĩnh Long,Nông nghiệp
1559,VLG,9,343,CTCP Vinalines Logistics - Việt Nam,Công nghiệp
1560,VLP,9,346,Công ty Cổ phần Công trình công cộng Vĩnh Long,Dịch vụ
1561,VLW,9,346,Công ty Cổ phần Cấp nước Vĩnh Long,Dịch vụ
1562,VMA,9,343,Công ty cổ phần Công nghiệp Ô tô – Vinacomin,Công nghiệp
1563,VMC,2,345,Công ty Cổ phần Vimeco,Bất động sản và Xây dựng
1564,VMD,1,342,Công ty cổ phần Y Dược phẩm Vimedimex,Y tế
1565,VMG,9,340,Công ty Cổ phần Thương mại và Dịch vụ Dầu khí Vũng Tàu,Năng lượng
1566,VMK,9,0,Công ty cổ phần Vimarko,
1567,VMS,2,343,CTCP Phát triển Hàng hải,Công nghiệp
1568,VMT,9,343,Công ty cổ phần Giao nhận Vận tải miền Trung,Công nghiệp
1569,VNA,9,343,Công ty Cổ phần Vận tải Biển Vinaship,Công nghiệp
1570,VNB,9,339,CTCP Sách Việt Nam,Hàng tiêu dùng
1571,VNC,2,346,Công ty Cổ phần Tập đoàn Vinacontrol,Dịch vụ
1572,VND,1,341,Công ty cổ phần Chứng khoán VNDIRECT,Tài chính
1573,VNE,1,345,Tổng công ty Cổ phần Xây dựng điện Việt Nam,Bất động sản và Xây dựng
1574,VNF,2,343,Công ty cổ phần Vinafreight,Công nghiệp
1575,VNG,1,346,Công ty Cổ phần Du lịch Thành Thành Công,Dịch vụ
1576,VNH,9,338,Công ty Cổ phần Đầu tư Việt Việt Nhật,Nông nghiệp
1577,VNL,1,343,Công ty cổ phần Logistics Vinalink,Công nghiệp
1578,VNM,1,339,Công ty Cổ phần Sữa Việt Nam,Hàng tiêu dùng
1579,VNP,9,339,Công ty cổ phần Nhựa Việt Nam,Hàng tiêu dùng
1580,VNR,2,341,Tổng Công ty Cổ phần Tái bảo hiểm quốc gia Việt Nam,Tài chính
1581,VNS,1,343,Công ty Cổ phần Ánh Dương Việt Nam,Công nghiệp
1582,VNT,2,343,Công ty cổ phần Giao nhận Vận tải Ngoại thương,Công nghiệp
1583,VNX,9,346,Công ty Cổ phần Quảng cáo và Hội chợ Thương mại,Dịch vụ
1584,VNY,9,338,Công ty Cổ phần Thuốc Thú y Trung ương I ,Nông nghiệp
1585,VNZ,9,347,Công ty cổ phần VNG,Công nghệ
1586,VOC,9,339,Tổng Công ty Công nghiệp Dầu thực vật Việt Nam - CTCP,Hàng tiêu dùng
1587,VOS,1,343,Công ty Cổ phần Vận tải biển Việt Nam,Công nghiệp
1588,VPA,9,343,CTCP Vận tải Hóa dầu VP,Công nghiệp
1589,VPB,1,341,Ngân hàng Thương mại Cổ phần Việt Nam Thịnh Vượng,Tài chính
1590,VPC,9,346,Công ty Cổ phần Đầu tư và Phát triển Năng lượng Việt Nam,Dịch vụ
1591,VPD,1,340,Công ty cổ phần Phát triển Điện lực Việt Nam,Năng lượng
1592,VPG,1,344,Công ty Cổ phần Đầu tư Thương mại Xuất nhập khẩu Việt Phát,Nguyên vật liệu
1593,VPH,1,345,Công ty Cổ phần Vạn Phát Hưng,Bất động sản và Xây dựng
1594,VPI,1,345,Công ty cổ phần Phát triển Bất động sản Văn Phú,Bất động sản và Xây dựng
1595,VPL,1,345,Công ty Cổ phần Vinpearl,Bất động sản và Xây dựng
1596,VPR,9,346,Công ty cổ phần VINAPRINT,Dịch vụ
1597,VPS,1,338,CTCP Thuốc sát trùng Việt Nam,Nông nghiệp
1598,VPW,9,346,Công ty Cổ phần Cấp thoát nước số 1 Vĩnh Phúc,Dịch vụ
1599,VQC,9,346,Công ty Cổ phần Giám định Vinacomin,Dịch vụ
1600,VRC,1,345,Công ty Cổ phần Bất động sản và Đầu tư VRC,Bất động sản và Xây dựng
1601,VRE,1,345,Công ty Cổ phần Vincom Retail,Bất động sản và Xây dựng
1602,VRG,9,343,CTCP Phát triển đô thị và Khu công nghiệp Cao su Việt Nam,Công nghiệp
1603,VSA,2,343,Công ty cổ phần Đại lý Hàng hải Việt Nam  ,Công nghiệp
1604,VSC,1,343,Công ty cổ phần Container Việt Nam,Công nghiệp
1605,VSE,9,343,Công ty cổ phần Dịch vụ Đường cao tốc Việt Nam,Công nghiệp
1606,VSF,9,338,Tổng Công ty Lương thực Miền Nam - Công ty cổ phần,Nông nghiệp
1607,VSG,9,343,Công ty Cổ phần Container Phía Nam,Công nghiệp
1608,VSH,1,340,Công ty Cổ phần Thủy điện Vĩnh Sơn - Sông Hinh,Năng lượng
1609,VSI,1,346,Công ty Cổ phần Đầu tư và Xây dựng Cấp thoát nước,Dịch vụ
1610,VSM,2,343,Công ty Cổ phần Container Miền Trung,Công nghiệp
1611,VSN,9,339,Công ty cổ phần Việt Nam Kỹ nghệ Súc sản,Hàng tiêu dùng
1612,VST,9,343,Công ty Cổ phần Vận tải và Thuê tàu biển Việt Nam,Công nghiệp
1613,VTA,9,345,Công ty Cổ phần Vitaly,Bất động sản và Xây dựng
1614,VTB,1,339,Công ty Cổ phần Viettronics Tân Bình,Hàng tiêu dùng
1615,VTC,2,347,Công ty Cổ phần Viễn thông VTC,Công nghệ
1616,VTD,9,346,Công ty cổ phần Vietourist Holdings,Dịch vụ
1617,VTE,9,343,Công ty cổ phần Viễn thông Điện tử Vinacap,Công nghiệp
1618,VTG,9,346,Công ty cổ phần Du lịch tỉnh Bà Rịa - Vũng Tàu,Dịch vụ
1619,VTH,2,346,Công ty Cổ phần Tập đoàn Việt Thái,Dịch vụ
1620,VTI,9,339,Công ty Cổ phần Sản xuất – Xuất nhập khẩu Dệt May,Hàng tiêu dùng
1621,VTJ,2,339,Công ty cổ phần Thương mại và Đầu tư Vinataba,Hàng tiêu dùng
1622,VTK,9,0,Công ty cổ phần Tư vấn Thiết kế Viettel,
1623,VTL,9,339,Công ty Cổ phần Vang Thăng Long,Hàng tiêu dùng
1624,VTM,9,343,CTCP Vận tải và Đưa đón thợ mỏ - Vinacomin,Công nghiệp
1625,VTO,1,340,Công ty Cổ phần Vận tải Xăng dầu VITACO,Năng lượng
1626,VTP,1,346,Tổng Công ty cổ phần Bưu chính Viettel,Dịch vụ
1627,VTQ,9,338,Công ty Cổ phần Việt Trung Quảng Bình,Nông nghiệp
1628,VTR,9,346,CTCP Du lịch và Tiếp thị Giao thông Vận tải Việt Nam - Vietravel,Dịch vụ
1629,VTS,9,345,Công ty Cổ phần Viglacera Từ Sơn,Bất động sản và Xây dựng
1630,VTT,2,349,,
1631,VTV,2,345,Công ty Cổ phần Năng lượng và Môi trường VICEM,Bất động sản và Xây dựng
1632,VTX,9,343,Công ty cổ phần Vận tải đa phương thức Vietranstimex,Công nghiệp
1633,VTZ,2,344,Công ty Cổ phần Sản xuất và Thương mại Nhựa Việt Thành,Nguyên vật liệu
1634,VUA,9,341,Công ty cổ phần Chứng khoán Stanley Brothers,Tài chính
1635,VVN,9,345,Tổng Công ty cổ phần Xây dựng công nghiệp Việt Nam,Bất động sản và Xây dựng
1636,VVS,9,346,Công ty cổ phần Đầu tư Phát triển máy Việt Nam,Dịch vụ
1637,VW3,9,343,Công ty cổ phần Viwaseen3,Công nghiệp
1638,VWS,9,346,Công ty Cổ phần Nước và Môi trường Việt Nam,Dịch vụ
1639,VXB,9,345,Công ty Cổ phần Vật liệu xây dựng Bến Tre,Bất động sản và Xây dựng
1640,VXP,9,338,Công ty cổ phần Thuốc Thú y Trung ương VETVACO,Nông nghiệp
1641,VXT,9,344,CTCP Kho vận và Dịch vụ Thương mại,Nguyên vật liệu
1642,WCS,2,343,Công ty Cổ phần Bến xe Miền Tây,Công nghiệp
1643,WSB,9,339,Công ty Cổ phần Bia Sài Gòn - Miền Tây,Hàng tiêu dùng
1644,WSS,2,341,Công ty Cổ phần Chứng khoán Phố Wall,Tài chính
1645,WTC,9,343,CTCP Vận tải thủy - Vinacomin,Công nghiệp
1646,X20,2,339,Công ty Cổ phần X20,Hàng tiêu dùng
1647,X26,9,339,Công ty cổ phần 26,Hàng tiêu dùng
1648,X77,9,345,Công ty Cổ phần Thành An 77,Bất động sản và Xây dựng
1649,XDC,9,0,Công ty cổ phần Xây dựng Công trình Tân Cảng,
1650,XDH,9,345,Công ty cổ phần Đầu tư Xây dưng Dân dụng Hà Nội,Bất động sản và Xây dựng
1651,XHC,9,339,Công ty cổ phần Xuân Hòa Việt Nam,Hàng tiêu dùng
1652,XLV,9,345,Công ty Cổ phần Xây lắp và Dịch vụ Sông Đà,Bất động sản và Xây dựng
1653,XMC,9,345,Công ty cổ phần Đầu tư và Xây dựng Xuân Mai,Bất động sản và Xây dựng
1654,XMD,9,345,Công ty cổ phần Xuân Mai - Đạo Tú ,Bất động sản và Xây dựng
1655,XMP,9,340,CTCP Thủy điện Xuân Minh,Năng lượng
1656,XPH,9,339,Công ty Cổ phần Xà phòng Hà Nội,Hàng tiêu dùng
1657,YAN,8,346,CTCP Công nghệ và Tầm nhìn Yêu âm nhạc,Dịch vụ
1658,YBC,9,345,Công ty Cổ phần Xi măng và Khoáng sản Yên Bái,Bất động sản và Xây dựng
1659,YBM,1,344,Công ty Cổ phần Khoáng sản Công nghiệp Yên Bái,Nguyên vật liệu
1660,YEG,1,346,Công ty Cổ phần Tập đoàn Yeah1,Dịch vụ
1661,YTC,9,342,Công ty Cổ phần Xuất nhập khẩu Y tế Thành phố Hồ Chí Minh,Y tế
1662,VNINDEX,1,,VN Index (VNI),
1663,VN30,1,,VN30 Index,
1664,HNX,2,,HNX Index,
